(400, 13) (100, 13)
train_loss=0.292, state pred rel l2 error: 0.136, cumulative reward pred abs error: 0.154
train_loss=0.275, state pred rel l2 error: 0.132, cumulative reward pred abs error: 0.153
train_loss=0.289, state pred rel l2 error: 0.167, cumulative reward pred abs error: 0.152
train_loss=0.284, state pred rel l2 error: 0.161, cumulative reward pred abs error: 0.151
train_loss=0.270, state pred rel l2 error: 0.123, cumulative reward pred abs error: 0.151
train_loss=0.274, state pred rel l2 error: 0.118, cumulative reward pred abs error: 0.151
train_loss=0.281, state pred rel l2 error: 0.137, cumulative reward pred abs error: 0.150
train_loss=0.283, state pred rel l2 error: 0.146, cumulative reward pred abs error: 0.150
train_loss=0.274, state pred rel l2 error: 0.148, cumulative reward pred abs error: 0.150
train_loss=0.309, state pred rel l2 error: 0.145, cumulative reward pred abs error: 0.148
train_loss=0.274, state pred rel l2 error: 0.158, cumulative reward pred abs error: 0.149
train_loss=0.268, state pred rel l2 error: 0.114, cumulative reward pred abs error: 0.148
train_loss=0.263, state pred rel l2 error: 0.117, cumulative reward pred abs error: 0.147
train_loss=0.280, state pred rel l2 error: 0.127, cumulative reward pred abs error: 0.146
train_loss=0.275, state pred rel l2 error: 0.182, cumulative reward pred abs error: 0.145
train_loss=0.319, state pred rel l2 error: 0.134, cumulative reward pred abs error: 0.146
train_loss=0.269, state pred rel l2 error: 0.160, cumulative reward pred abs error: 0.145
train_loss=0.284, state pred rel l2 error: 0.144, cumulative reward pred abs error: 0.144
train_loss=0.299, state pred rel l2 error: 0.142, cumulative reward pred abs error: 0.143
train_loss=0.282, state pred rel l2 error: 0.127, cumulative reward pred abs error: 0.143
train_loss=0.267, state pred rel l2 error: 0.137, cumulative reward pred abs error: 0.143
train_loss=0.285, state pred rel l2 error: 0.148, cumulative reward pred abs error: 0.142
train_loss=0.281, state pred rel l2 error: 0.191, cumulative reward pred abs error: 0.142
train_loss=0.279, state pred rel l2 error: 0.149, cumulative reward pred abs error: 0.141
train_loss=0.293, state pred rel l2 error: 0.156, cumulative reward pred abs error: 0.142
train_loss=0.283, state pred rel l2 error: 0.137, cumulative reward pred abs error: 0.141
train_loss=0.271, state pred rel l2 error: 0.125, cumulative reward pred abs error: 0.141
train_loss=0.291, state pred rel l2 error: 0.172, cumulative reward pred abs error: 0.141
train_loss=0.266, state pred rel l2 error: 0.151, cumulative reward pred abs error: 0.141
train_loss=0.271, state pred rel l2 error: 0.137, cumulative reward pred abs error: 0.140
train_loss=0.292, state pred rel l2 error: 0.126, cumulative reward pred abs error: 0.141
train_loss=0.311, state pred rel l2 error: 0.137, cumulative reward pred abs error: 0.140
train_loss=0.282, state pred rel l2 error: 0.136, cumulative reward pred abs error: 0.140
train_loss=0.282, state pred rel l2 error: 0.152, cumulative reward pred abs error: 0.140
train_loss=0.293, state pred rel l2 error: 0.140, cumulative reward pred abs error: 0.140
train_loss=0.290, state pred rel l2 error: 0.141, cumulative reward pred abs error: 0.140
train_loss=0.264, state pred rel l2 error: 0.124, cumulative reward pred abs error: 0.140
train_loss=0.275, state pred rel l2 error: 0.146, cumulative reward pred abs error: 0.140
train_loss=0.267, state pred rel l2 error: 0.134, cumulative reward pred abs error: 0.140
train_loss=0.282, state pred rel l2 error: 0.125, cumulative reward pred abs error: 0.141
train_loss=0.277, state pred rel l2 error: 0.147, cumulative reward pred abs error: 0.141
train_loss=0.272, state pred rel l2 error: 0.116, cumulative reward pred abs error: 0.140
train_loss=0.272, state pred rel l2 error: 0.118, cumulative reward pred abs error: 0.140
train_loss=0.266, state pred rel l2 error: 0.132, cumulative reward pred abs error: 0.140
train_loss=0.341, state pred rel l2 error: 0.141, cumulative reward pred abs error: 0.140
train_loss=0.300, state pred rel l2 error: 0.124, cumulative reward pred abs error: 0.141
train_loss=0.260, state pred rel l2 error: 0.131, cumulative reward pred abs error: 0.140
train_loss=0.257, state pred rel l2 error: 0.133, cumulative reward pred abs error: 0.140
train_loss=0.278, state pred rel l2 error: 0.212, cumulative reward pred abs error: 0.140
train_loss=0.264, state pred rel l2 error: 0.137, cumulative reward pred abs error: 0.141
train_loss=0.320, state pred rel l2 error: 0.167, cumulative reward pred abs error: 0.140
train_loss=0.293, state pred rel l2 error: 0.148, cumulative reward pred abs error: 0.141
train_loss=0.285, state pred rel l2 error: 0.136, cumulative reward pred abs error: 0.141
train_loss=0.303, state pred rel l2 error: 0.135, cumulative reward pred abs error: 0.141
train_loss=0.288, state pred rel l2 error: 0.121, cumulative reward pred abs error: 0.141
train_loss=0.264, state pred rel l2 error: 0.133, cumulative reward pred abs error: 0.141
train_loss=0.255, state pred rel l2 error: 0.127, cumulative reward pred abs error: 0.141
train_loss=0.256, state pred rel l2 error: 0.131, cumulative reward pred abs error: 0.140
train_loss=0.268, state pred rel l2 error: 0.121, cumulative reward pred abs error: 0.140
train_loss=0.265, state pred rel l2 error: 0.153, cumulative reward pred abs error: 0.140
train_loss=0.266, state pred rel l2 error: 0.121, cumulative reward pred abs error: 0.140
train_loss=0.261, state pred rel l2 error: 0.106, cumulative reward pred abs error: 0.140
train_loss=0.267, state pred rel l2 error: 0.110, cumulative reward pred abs error: 0.140
train_loss=0.261, state pred rel l2 error: 0.190, cumulative reward pred abs error: 0.140
train_loss=0.254, state pred rel l2 error: 0.171, cumulative reward pred abs error: 0.140
train_loss=0.256, state pred rel l2 error: 0.128, cumulative reward pred abs error: 0.141
train_loss=0.253, state pred rel l2 error: 0.115, cumulative reward pred abs error: 0.141
train_loss=0.287, state pred rel l2 error: 0.122, cumulative reward pred abs error: 0.141
train_loss=0.282, state pred rel l2 error: 0.129, cumulative reward pred abs error: 0.140
train_loss=0.259, state pred rel l2 error: 0.145, cumulative reward pred abs error: 0.141
train_loss=0.259, state pred rel l2 error: 0.118, cumulative reward pred abs error: 0.140
train_loss=0.258, state pred rel l2 error: 0.132, cumulative reward pred abs error: 0.141
train_loss=0.274, state pred rel l2 error: 0.112, cumulative reward pred abs error: 0.140
train_loss=0.255, state pred rel l2 error: 0.245, cumulative reward pred abs error: 0.140
train_loss=0.262, state pred rel l2 error: 0.113, cumulative reward pred abs error: 0.141
train_loss=0.255, state pred rel l2 error: 0.123, cumulative reward pred abs error: 0.141
train_loss=0.271, state pred rel l2 error: 0.176, cumulative reward pred abs error: 0.141
train_loss=0.277, state pred rel l2 error: 0.172, cumulative reward pred abs error: 0.140
train_loss=0.260, state pred rel l2 error: 0.104, cumulative reward pred abs error: 0.140
train_loss=0.276, state pred rel l2 error: 0.166, cumulative reward pred abs error: 0.140
train_loss=0.256, state pred rel l2 error: 0.143, cumulative reward pred abs error: 0.140
train_loss=0.256, state pred rel l2 error: 0.127, cumulative reward pred abs error: 0.141
train_loss=0.256, state pred rel l2 error: 0.181, cumulative reward pred abs error: 0.141
train_loss=0.263, state pred rel l2 error: 0.218, cumulative reward pred abs error: 0.141
train_loss=0.269, state pred rel l2 error: 0.175, cumulative reward pred abs error: 0.140
train_loss=0.265, state pred rel l2 error: 0.113, cumulative reward pred abs error: 0.140
train_loss=0.254, state pred rel l2 error: 0.101, cumulative reward pred abs error: 0.140
train_loss=0.253, state pred rel l2 error: 0.108, cumulative reward pred abs error: 0.140
train_loss=0.252, state pred rel l2 error: 0.120, cumulative reward pred abs error: 0.140
train_loss=0.259, state pred rel l2 error: 0.116, cumulative reward pred abs error: 0.140
train_loss=0.253, state pred rel l2 error: 0.102, cumulative reward pred abs error: 0.140
train_loss=0.261, state pred rel l2 error: 0.117, cumulative reward pred abs error: 0.140
train_loss=0.257, state pred rel l2 error: 0.110, cumulative reward pred abs error: 0.140
train_loss=0.267, state pred rel l2 error: 0.133, cumulative reward pred abs error: 0.140
train_loss=0.258, state pred rel l2 error: 0.129, cumulative reward pred abs error: 0.140
train_loss=0.258, state pred rel l2 error: 0.120, cumulative reward pred abs error: 0.140
train_loss=0.261, state pred rel l2 error: 0.126, cumulative reward pred abs error: 0.140
train_loss=0.251, state pred rel l2 error: 0.137, cumulative reward pred abs error: 0.140
train_loss=0.266, state pred rel l2 error: 0.127, cumulative reward pred abs error: 0.140
train_loss=0.266, state pred rel l2 error: 0.145, cumulative reward pred abs error: 0.140
train_loss=0.254, state pred rel l2 error: 0.117, cumulative reward pred abs error: 0.140
train_loss=0.259, state pred rel l2 error: 0.121, cumulative reward pred abs error: 0.140
train_loss=0.255, state pred rel l2 error: 0.119, cumulative reward pred abs error: 0.140
train_loss=0.268, state pred rel l2 error: 0.118, cumulative reward pred abs error: 0.140
train_loss=0.276, state pred rel l2 error: 0.116, cumulative reward pred abs error: 0.140
train_loss=0.250, state pred rel l2 error: 0.116, cumulative reward pred abs error: 0.140
train_loss=0.249, state pred rel l2 error: 0.127, cumulative reward pred abs error: 0.140
train_loss=0.256, state pred rel l2 error: 0.128, cumulative reward pred abs error: 0.140
train_loss=0.261, state pred rel l2 error: 0.116, cumulative reward pred abs error: 0.140
train_loss=0.263, state pred rel l2 error: 0.178, cumulative reward pred abs error: 0.140
train_loss=0.267, state pred rel l2 error: 0.187, cumulative reward pred abs error: 0.140
train_loss=0.255, state pred rel l2 error: 0.099, cumulative reward pred abs error: 0.140
train_loss=0.256, state pred rel l2 error: 0.117, cumulative reward pred abs error: 0.140
train_loss=0.254, state pred rel l2 error: 0.131, cumulative reward pred abs error: 0.140
train_loss=0.252, state pred rel l2 error: 0.158, cumulative reward pred abs error: 0.140
train_loss=0.252, state pred rel l2 error: 0.127, cumulative reward pred abs error: 0.140
train_loss=0.247, state pred rel l2 error: 0.126, cumulative reward pred abs error: 0.140
train_loss=0.253, state pred rel l2 error: 0.119, cumulative reward pred abs error: 0.140
train_loss=0.255, state pred rel l2 error: 0.106, cumulative reward pred abs error: 0.140
train_loss=0.264, state pred rel l2 error: 0.108, cumulative reward pred abs error: 0.140
train_loss=0.272, state pred rel l2 error: 0.113, cumulative reward pred abs error: 0.140
train_loss=0.256, state pred rel l2 error: 0.127, cumulative reward pred abs error: 0.140
train_loss=0.259, state pred rel l2 error: 0.109, cumulative reward pred abs error: 0.140
train_loss=0.256, state pred rel l2 error: 0.104, cumulative reward pred abs error: 0.140
train_loss=0.251, state pred rel l2 error: 0.104, cumulative reward pred abs error: 0.140
train_loss=0.256, state pred rel l2 error: 0.107, cumulative reward pred abs error: 0.140
train_loss=0.253, state pred rel l2 error: 0.114, cumulative reward pred abs error: 0.140
train_loss=0.253, state pred rel l2 error: 0.130, cumulative reward pred abs error: 0.140
train_loss=0.265, state pred rel l2 error: 0.119, cumulative reward pred abs error: 0.140
train_loss=0.250, state pred rel l2 error: 0.108, cumulative reward pred abs error: 0.140
train_loss=0.251, state pred rel l2 error: 0.128, cumulative reward pred abs error: 0.140
train_loss=0.253, state pred rel l2 error: 0.107, cumulative reward pred abs error: 0.140
train_loss=0.247, state pred rel l2 error: 0.141, cumulative reward pred abs error: 0.140
train_loss=0.252, state pred rel l2 error: 0.094, cumulative reward pred abs error: 0.140
train_loss=0.251, state pred rel l2 error: 0.107, cumulative reward pred abs error: 0.140
train_loss=0.257, state pred rel l2 error: 0.157, cumulative reward pred abs error: 0.140
train_loss=0.258, state pred rel l2 error: 0.123, cumulative reward pred abs error: 0.140
train_loss=0.250, state pred rel l2 error: 0.140, cumulative reward pred abs error: 0.140
train_loss=0.250, state pred rel l2 error: 0.099, cumulative reward pred abs error: 0.140
train_loss=0.259, state pred rel l2 error: 0.111, cumulative reward pred abs error: 0.140
train_loss=0.255, state pred rel l2 error: 0.106, cumulative reward pred abs error: 0.140
train_loss=0.257, state pred rel l2 error: 0.179, cumulative reward pred abs error: 0.140
train_loss=0.276, state pred rel l2 error: 0.131, cumulative reward pred abs error: 0.140
train_loss=0.253, state pred rel l2 error: 0.217, cumulative reward pred abs error: 0.140
train_loss=0.261, state pred rel l2 error: 0.147, cumulative reward pred abs error: 0.140
train_loss=0.282, state pred rel l2 error: 0.135, cumulative reward pred abs error: 0.140
train_loss=0.270, state pred rel l2 error: 0.150, cumulative reward pred abs error: 0.140
train_loss=0.268, state pred rel l2 error: 0.124, cumulative reward pred abs error: 0.140
train_loss=0.253, state pred rel l2 error: 0.128, cumulative reward pred abs error: 0.140
train_loss=0.261, state pred rel l2 error: 0.124, cumulative reward pred abs error: 0.140
train_loss=0.263, state pred rel l2 error: 0.127, cumulative reward pred abs error: 0.140
train_loss=0.256, state pred rel l2 error: 0.104, cumulative reward pred abs error: 0.140
train_loss=0.250, state pred rel l2 error: 0.143, cumulative reward pred abs error: 0.140
train_loss=0.253, state pred rel l2 error: 0.108, cumulative reward pred abs error: 0.140
train_loss=0.255, state pred rel l2 error: 0.130, cumulative reward pred abs error: 0.140
train_loss=0.255, state pred rel l2 error: 0.146, cumulative reward pred abs error: 0.140
train_loss=0.258, state pred rel l2 error: 0.120, cumulative reward pred abs error: 0.140
train_loss=0.272, state pred rel l2 error: 0.125, cumulative reward pred abs error: 0.140
train_loss=0.272, state pred rel l2 error: 0.106, cumulative reward pred abs error: 0.140
train_loss=0.248, state pred rel l2 error: 0.105, cumulative reward pred abs error: 0.140
train_loss=0.249, state pred rel l2 error: 0.114, cumulative reward pred abs error: 0.140
train_loss=0.254, state pred rel l2 error: 0.129, cumulative reward pred abs error: 0.140
train_loss=0.248, state pred rel l2 error: 0.133, cumulative reward pred abs error: 0.140
train_loss=0.284, state pred rel l2 error: 0.118, cumulative reward pred abs error: 0.140
train_loss=0.250, state pred rel l2 error: 0.116, cumulative reward pred abs error: 0.140
train_loss=0.254, state pred rel l2 error: 0.111, cumulative reward pred abs error: 0.140
train_loss=0.247, state pred rel l2 error: 0.115, cumulative reward pred abs error: 0.140
train_loss=0.249, state pred rel l2 error: 0.105, cumulative reward pred abs error: 0.140
train_loss=0.246, state pred rel l2 error: 0.107, cumulative reward pred abs error: 0.140
train_loss=0.250, state pred rel l2 error: 0.098, cumulative reward pred abs error: 0.140
train_loss=0.252, state pred rel l2 error: 0.107, cumulative reward pred abs error: 0.140
train_loss=0.253, state pred rel l2 error: 0.100, cumulative reward pred abs error: 0.140
train_loss=0.244, state pred rel l2 error: 0.107, cumulative reward pred abs error: 0.140
train_loss=0.248, state pred rel l2 error: 0.100, cumulative reward pred abs error: 0.140
train_loss=0.245, state pred rel l2 error: 0.122, cumulative reward pred abs error: 0.140
train_loss=0.276, state pred rel l2 error: 0.118, cumulative reward pred abs error: 0.140
train_loss=0.262, state pred rel l2 error: 0.105, cumulative reward pred abs error: 0.140
train_loss=0.250, state pred rel l2 error: 0.095, cumulative reward pred abs error: 0.140
train_loss=0.244, state pred rel l2 error: 0.100, cumulative reward pred abs error: 0.140
train_loss=0.257, state pred rel l2 error: 0.127, cumulative reward pred abs error: 0.140
train_loss=0.248, state pred rel l2 error: 0.127, cumulative reward pred abs error: 0.140
train_loss=0.268, state pred rel l2 error: 0.101, cumulative reward pred abs error: 0.140
train_loss=0.272, state pred rel l2 error: 0.110, cumulative reward pred abs error: 0.140
train_loss=0.245, state pred rel l2 error: 0.124, cumulative reward pred abs error: 0.140
train_loss=0.276, state pred rel l2 error: 0.095, cumulative reward pred abs error: 0.140
train_loss=0.254, state pred rel l2 error: 0.102, cumulative reward pred abs error: 0.140
train_loss=0.294, state pred rel l2 error: 0.121, cumulative reward pred abs error: 0.139
train_loss=0.248, state pred rel l2 error: 0.103, cumulative reward pred abs error: 0.140
train_loss=0.269, state pred rel l2 error: 0.110, cumulative reward pred abs error: 0.140
train_loss=0.261, state pred rel l2 error: 0.136, cumulative reward pred abs error: 0.140
train_loss=0.249, state pred rel l2 error: 0.166, cumulative reward pred abs error: 0.140
train_loss=0.281, state pred rel l2 error: 0.137, cumulative reward pred abs error: 0.140
train_loss=0.279, state pred rel l2 error: 0.148, cumulative reward pred abs error: 0.140
train_loss=0.250, state pred rel l2 error: 0.125, cumulative reward pred abs error: 0.140
train_loss=0.253, state pred rel l2 error: 0.097, cumulative reward pred abs error: 0.140
train_loss=0.264, state pred rel l2 error: 0.098, cumulative reward pred abs error: 0.140
train_loss=0.240, state pred rel l2 error: 0.105, cumulative reward pred abs error: 0.140
train_loss=0.245, state pred rel l2 error: 0.104, cumulative reward pred abs error: 0.140
train_loss=0.258, state pred rel l2 error: 0.141, cumulative reward pred abs error: 0.140
train_loss=0.268, state pred rel l2 error: 0.107, cumulative reward pred abs error: 0.140
train_loss=0.268, state pred rel l2 error: 0.107, cumulative reward pred abs error: 0.140
train_loss=0.284, state pred rel l2 error: 0.105, cumulative reward pred abs error: 0.140
train_loss=0.256, state pred rel l2 error: 0.127, cumulative reward pred abs error: 0.140
train_loss=0.254, state pred rel l2 error: 0.119, cumulative reward pred abs error: 0.140
train_loss=0.257, state pred rel l2 error: 0.151, cumulative reward pred abs error: 0.140
train_loss=0.261, state pred rel l2 error: 0.129, cumulative reward pred abs error: 0.140
train_loss=0.256, state pred rel l2 error: 0.099, cumulative reward pred abs error: 0.140
train_loss=0.262, state pred rel l2 error: 0.180, cumulative reward pred abs error: 0.140
train_loss=0.270, state pred rel l2 error: 0.280, cumulative reward pred abs error: 0.140
train_loss=0.265, state pred rel l2 error: 0.134, cumulative reward pred abs error: 0.140
train_loss=0.289, state pred rel l2 error: 0.171, cumulative reward pred abs error: 0.140
train_loss=0.359, state pred rel l2 error: 0.119, cumulative reward pred abs error: 0.140
train_loss=0.276, state pred rel l2 error: 0.146, cumulative reward pred abs error: 0.140
train_loss=0.309, state pred rel l2 error: 0.136, cumulative reward pred abs error: 0.140
train_loss=0.276, state pred rel l2 error: 0.133, cumulative reward pred abs error: 0.140
train_loss=0.256, state pred rel l2 error: 0.149, cumulative reward pred abs error: 0.139
train_loss=0.249, state pred rel l2 error: 0.118, cumulative reward pred abs error: 0.140
train_loss=0.329, state pred rel l2 error: 0.121, cumulative reward pred abs error: 0.139
train_loss=0.380, state pred rel l2 error: 0.262, cumulative reward pred abs error: 0.140
train_loss=0.254, state pred rel l2 error: 0.147, cumulative reward pred abs error: 0.140
train_loss=0.250, state pred rel l2 error: 0.127, cumulative reward pred abs error: 0.140
train_loss=0.256, state pred rel l2 error: 0.119, cumulative reward pred abs error: 0.140
train_loss=0.251, state pred rel l2 error: 0.109, cumulative reward pred abs error: 0.140
train_loss=0.249, state pred rel l2 error: 0.136, cumulative reward pred abs error: 0.141
train_loss=0.276, state pred rel l2 error: 0.128, cumulative reward pred abs error: 0.140
train_loss=0.257, state pred rel l2 error: 0.112, cumulative reward pred abs error: 0.140
