(400, 22) (100, 22)
train_loss=3.524, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.145
train_loss=3.709, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.144
train_loss=3.621, state pred rel l2 error: 0.208, cumulative reward pred abs error: 0.145
train_loss=3.630, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.145
train_loss=3.572, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.145
train_loss=3.507, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.145
train_loss=3.731, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.145
train_loss=3.508, state pred rel l2 error: 0.203, cumulative reward pred abs error: 0.145
train_loss=3.798, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.145
train_loss=3.669, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.145
train_loss=3.914, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.145
train_loss=3.696, state pred rel l2 error: 0.200, cumulative reward pred abs error: 0.144
train_loss=3.712, state pred rel l2 error: 0.200, cumulative reward pred abs error: 0.144
train_loss=3.846, state pred rel l2 error: 0.203, cumulative reward pred abs error: 0.144
train_loss=3.780, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.143
train_loss=3.367, state pred rel l2 error: 0.200, cumulative reward pred abs error: 0.143
train_loss=3.238, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.144
train_loss=3.510, state pred rel l2 error: 0.200, cumulative reward pred abs error: 0.145
train_loss=3.291, state pred rel l2 error: 0.199, cumulative reward pred abs error: 0.145
train_loss=3.555, state pred rel l2 error: 0.200, cumulative reward pred abs error: 0.144
train_loss=3.723, state pred rel l2 error: 0.200, cumulative reward pred abs error: 0.143
train_loss=3.414, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.143
train_loss=3.467, state pred rel l2 error: 0.202, cumulative reward pred abs error: 0.144
train_loss=3.573, state pred rel l2 error: 0.202, cumulative reward pred abs error: 0.145
train_loss=3.664, state pred rel l2 error: 0.200, cumulative reward pred abs error: 0.144
train_loss=3.747, state pred rel l2 error: 0.200, cumulative reward pred abs error: 0.143
train_loss=3.501, state pred rel l2 error: 0.199, cumulative reward pred abs error: 0.143
train_loss=3.724, state pred rel l2 error: 0.199, cumulative reward pred abs error: 0.143
train_loss=3.259, state pred rel l2 error: 0.200, cumulative reward pred abs error: 0.146
train_loss=3.435, state pred rel l2 error: 0.199, cumulative reward pred abs error: 0.144
train_loss=3.362, state pred rel l2 error: 0.198, cumulative reward pred abs error: 0.145
train_loss=3.346, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.144
train_loss=3.519, state pred rel l2 error: 0.200, cumulative reward pred abs error: 0.144
train_loss=3.625, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.144
train_loss=3.723, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.144
train_loss=3.403, state pred rel l2 error: 0.198, cumulative reward pred abs error: 0.143
train_loss=3.446, state pred rel l2 error: 0.198, cumulative reward pred abs error: 0.143
train_loss=3.770, state pred rel l2 error: 0.199, cumulative reward pred abs error: 0.144
train_loss=3.320, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.144
train_loss=3.536, state pred rel l2 error: 0.199, cumulative reward pred abs error: 0.143
train_loss=3.403, state pred rel l2 error: 0.198, cumulative reward pred abs error: 0.143
train_loss=3.525, state pred rel l2 error: 0.198, cumulative reward pred abs error: 0.143
train_loss=3.707, state pred rel l2 error: 0.198, cumulative reward pred abs error: 0.144
train_loss=3.633, state pred rel l2 error: 0.199, cumulative reward pred abs error: 0.144
train_loss=3.612, state pred rel l2 error: 0.199, cumulative reward pred abs error: 0.144
train_loss=3.735, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.144
train_loss=3.602, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.143
train_loss=3.822, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.143
train_loss=3.338, state pred rel l2 error: 0.198, cumulative reward pred abs error: 0.143
train_loss=3.471, state pred rel l2 error: 0.198, cumulative reward pred abs error: 0.143
train_loss=3.371, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.145
train_loss=3.766, state pred rel l2 error: 0.198, cumulative reward pred abs error: 0.146
train_loss=3.744, state pred rel l2 error: 0.196, cumulative reward pred abs error: 0.143
train_loss=3.316, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.142
train_loss=3.419, state pred rel l2 error: 0.198, cumulative reward pred abs error: 0.143
train_loss=3.695, state pred rel l2 error: 0.198, cumulative reward pred abs error: 0.142
train_loss=3.641, state pred rel l2 error: 0.198, cumulative reward pred abs error: 0.142
train_loss=3.969, state pred rel l2 error: 0.196, cumulative reward pred abs error: 0.143
train_loss=3.618, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.143
train_loss=3.689, state pred rel l2 error: 0.198, cumulative reward pred abs error: 0.142
train_loss=3.583, state pred rel l2 error: 0.196, cumulative reward pred abs error: 0.142
train_loss=3.707, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.142
train_loss=3.675, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.141
train_loss=3.581, state pred rel l2 error: 0.200, cumulative reward pred abs error: 0.142
train_loss=3.379, state pred rel l2 error: 0.195, cumulative reward pred abs error: 0.143
train_loss=3.566, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.142
train_loss=3.820, state pred rel l2 error: 0.195, cumulative reward pred abs error: 0.143
train_loss=3.623, state pred rel l2 error: 0.196, cumulative reward pred abs error: 0.143
train_loss=3.598, state pred rel l2 error: 0.196, cumulative reward pred abs error: 0.142
train_loss=3.654, state pred rel l2 error: 0.196, cumulative reward pred abs error: 0.142
train_loss=3.704, state pred rel l2 error: 0.195, cumulative reward pred abs error: 0.141
train_loss=3.868, state pred rel l2 error: 0.196, cumulative reward pred abs error: 0.141
train_loss=3.321, state pred rel l2 error: 0.195, cumulative reward pred abs error: 0.141
train_loss=3.377, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.140
train_loss=3.641, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.141
train_loss=3.721, state pred rel l2 error: 0.195, cumulative reward pred abs error: 0.141
train_loss=3.484, state pred rel l2 error: 0.196, cumulative reward pred abs error: 0.141
train_loss=3.657, state pred rel l2 error: 0.196, cumulative reward pred abs error: 0.141
train_loss=3.260, state pred rel l2 error: 0.194, cumulative reward pred abs error: 0.141
train_loss=3.735, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.141
train_loss=3.824, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.141
train_loss=4.012, state pred rel l2 error: 0.194, cumulative reward pred abs error: 0.140
train_loss=3.310, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.141
train_loss=3.885, state pred rel l2 error: 0.198, cumulative reward pred abs error: 0.140
train_loss=3.733, state pred rel l2 error: 0.200, cumulative reward pred abs error: 0.141
train_loss=3.464, state pred rel l2 error: 0.195, cumulative reward pred abs error: 0.140
train_loss=3.595, state pred rel l2 error: 0.194, cumulative reward pred abs error: 0.141
train_loss=3.452, state pred rel l2 error: 0.195, cumulative reward pred abs error: 0.140
train_loss=3.290, state pred rel l2 error: 0.194, cumulative reward pred abs error: 0.141
train_loss=3.778, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.142
train_loss=3.463, state pred rel l2 error: 0.193, cumulative reward pred abs error: 0.139
train_loss=4.013, state pred rel l2 error: 0.193, cumulative reward pred abs error: 0.140
train_loss=3.428, state pred rel l2 error: 0.193, cumulative reward pred abs error: 0.140
train_loss=3.610, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.140
train_loss=3.445, state pred rel l2 error: 0.196, cumulative reward pred abs error: 0.140
train_loss=3.518, state pred rel l2 error: 0.195, cumulative reward pred abs error: 0.139
train_loss=4.000, state pred rel l2 error: 0.195, cumulative reward pred abs error: 0.139
train_loss=3.480, state pred rel l2 error: 0.195, cumulative reward pred abs error: 0.139
train_loss=3.382, state pred rel l2 error: 0.192, cumulative reward pred abs error: 0.139
train_loss=3.611, state pred rel l2 error: 0.194, cumulative reward pred abs error: 0.139
train_loss=3.429, state pred rel l2 error: 0.195, cumulative reward pred abs error: 0.139
train_loss=3.419, state pred rel l2 error: 0.193, cumulative reward pred abs error: 0.139
train_loss=3.440, state pred rel l2 error: 0.192, cumulative reward pred abs error: 0.139
train_loss=3.588, state pred rel l2 error: 0.194, cumulative reward pred abs error: 0.139
train_loss=3.364, state pred rel l2 error: 0.192, cumulative reward pred abs error: 0.139
train_loss=4.076, state pred rel l2 error: 0.195, cumulative reward pred abs error: 0.139
train_loss=3.407, state pred rel l2 error: 0.192, cumulative reward pred abs error: 0.139
train_loss=3.295, state pred rel l2 error: 0.194, cumulative reward pred abs error: 0.140
train_loss=3.864, state pred rel l2 error: 0.191, cumulative reward pred abs error: 0.139
train_loss=3.823, state pred rel l2 error: 0.192, cumulative reward pred abs error: 0.139
train_loss=3.673, state pred rel l2 error: 0.193, cumulative reward pred abs error: 0.139
train_loss=3.342, state pred rel l2 error: 0.193, cumulative reward pred abs error: 0.138
train_loss=3.491, state pred rel l2 error: 0.193, cumulative reward pred abs error: 0.138
train_loss=3.741, state pred rel l2 error: 0.192, cumulative reward pred abs error: 0.138
train_loss=3.718, state pred rel l2 error: 0.192, cumulative reward pred abs error: 0.139
train_loss=3.697, state pred rel l2 error: 0.192, cumulative reward pred abs error: 0.139
train_loss=3.619, state pred rel l2 error: 0.191, cumulative reward pred abs error: 0.139
train_loss=3.686, state pred rel l2 error: 0.193, cumulative reward pred abs error: 0.141
train_loss=3.395, state pred rel l2 error: 0.191, cumulative reward pred abs error: 0.139
train_loss=3.737, state pred rel l2 error: 0.190, cumulative reward pred abs error: 0.138
train_loss=3.644, state pred rel l2 error: 0.191, cumulative reward pred abs error: 0.138
train_loss=3.336, state pred rel l2 error: 0.192, cumulative reward pred abs error: 0.138
train_loss=3.617, state pred rel l2 error: 0.190, cumulative reward pred abs error: 0.138
train_loss=3.669, state pred rel l2 error: 0.192, cumulative reward pred abs error: 0.138
train_loss=3.286, state pred rel l2 error: 0.192, cumulative reward pred abs error: 0.138
train_loss=3.365, state pred rel l2 error: 0.193, cumulative reward pred abs error: 0.139
train_loss=3.724, state pred rel l2 error: 0.191, cumulative reward pred abs error: 0.140
train_loss=3.301, state pred rel l2 error: 0.191, cumulative reward pred abs error: 0.137
train_loss=3.482, state pred rel l2 error: 0.191, cumulative reward pred abs error: 0.137
train_loss=3.260, state pred rel l2 error: 0.190, cumulative reward pred abs error: 0.137
train_loss=3.523, state pred rel l2 error: 0.190, cumulative reward pred abs error: 0.138
train_loss=3.752, state pred rel l2 error: 0.190, cumulative reward pred abs error: 0.138
train_loss=3.537, state pred rel l2 error: 0.191, cumulative reward pred abs error: 0.138
train_loss=3.450, state pred rel l2 error: 0.188, cumulative reward pred abs error: 0.138
train_loss=3.539, state pred rel l2 error: 0.190, cumulative reward pred abs error: 0.137
train_loss=3.561, state pred rel l2 error: 0.191, cumulative reward pred abs error: 0.137
train_loss=3.404, state pred rel l2 error: 0.191, cumulative reward pred abs error: 0.136
train_loss=3.404, state pred rel l2 error: 0.191, cumulative reward pred abs error: 0.136
train_loss=3.269, state pred rel l2 error: 0.188, cumulative reward pred abs error: 0.137
train_loss=3.406, state pred rel l2 error: 0.188, cumulative reward pred abs error: 0.137
train_loss=3.709, state pred rel l2 error: 0.191, cumulative reward pred abs error: 0.138
train_loss=3.300, state pred rel l2 error: 0.190, cumulative reward pred abs error: 0.136
train_loss=3.948, state pred rel l2 error: 0.191, cumulative reward pred abs error: 0.137
train_loss=3.459, state pred rel l2 error: 0.190, cumulative reward pred abs error: 0.137
train_loss=3.426, state pred rel l2 error: 0.189, cumulative reward pred abs error: 0.136
train_loss=3.981, state pred rel l2 error: 0.188, cumulative reward pred abs error: 0.136
train_loss=3.718, state pred rel l2 error: 0.189, cumulative reward pred abs error: 0.136
train_loss=3.588, state pred rel l2 error: 0.190, cumulative reward pred abs error: 0.135
train_loss=3.368, state pred rel l2 error: 0.189, cumulative reward pred abs error: 0.135
train_loss=3.459, state pred rel l2 error: 0.188, cumulative reward pred abs error: 0.136
train_loss=3.605, state pred rel l2 error: 0.189, cumulative reward pred abs error: 0.136
train_loss=3.722, state pred rel l2 error: 0.190, cumulative reward pred abs error: 0.136
train_loss=3.764, state pred rel l2 error: 0.187, cumulative reward pred abs error: 0.136
train_loss=3.780, state pred rel l2 error: 0.187, cumulative reward pred abs error: 0.135
train_loss=3.418, state pred rel l2 error: 0.187, cumulative reward pred abs error: 0.135
train_loss=3.868, state pred rel l2 error: 0.189, cumulative reward pred abs error: 0.136
train_loss=3.339, state pred rel l2 error: 0.188, cumulative reward pred abs error: 0.135
train_loss=3.548, state pred rel l2 error: 0.187, cumulative reward pred abs error: 0.135
train_loss=3.586, state pred rel l2 error: 0.187, cumulative reward pred abs error: 0.135
train_loss=3.641, state pred rel l2 error: 0.186, cumulative reward pred abs error: 0.136
train_loss=3.359, state pred rel l2 error: 0.187, cumulative reward pred abs error: 0.136
train_loss=3.405, state pred rel l2 error: 0.188, cumulative reward pred abs error: 0.136
train_loss=3.928, state pred rel l2 error: 0.188, cumulative reward pred abs error: 0.136
train_loss=3.027, state pred rel l2 error: 0.187, cumulative reward pred abs error: 0.136
train_loss=3.322, state pred rel l2 error: 0.188, cumulative reward pred abs error: 0.135
train_loss=3.423, state pred rel l2 error: 0.186, cumulative reward pred abs error: 0.136
train_loss=3.559, state pred rel l2 error: 0.186, cumulative reward pred abs error: 0.135
train_loss=3.317, state pred rel l2 error: 0.186, cumulative reward pred abs error: 0.135
train_loss=3.442, state pred rel l2 error: 0.186, cumulative reward pred abs error: 0.136
train_loss=3.843, state pred rel l2 error: 0.185, cumulative reward pred abs error: 0.135
train_loss=3.464, state pred rel l2 error: 0.185, cumulative reward pred abs error: 0.135
train_loss=3.690, state pred rel l2 error: 0.185, cumulative reward pred abs error: 0.135
train_loss=3.623, state pred rel l2 error: 0.186, cumulative reward pred abs error: 0.134
train_loss=3.682, state pred rel l2 error: 0.185, cumulative reward pred abs error: 0.135
train_loss=4.066, state pred rel l2 error: 0.186, cumulative reward pred abs error: 0.135
train_loss=3.192, state pred rel l2 error: 0.188, cumulative reward pred abs error: 0.135
train_loss=3.425, state pred rel l2 error: 0.185, cumulative reward pred abs error: 0.135
train_loss=3.534, state pred rel l2 error: 0.187, cumulative reward pred abs error: 0.134
train_loss=3.232, state pred rel l2 error: 0.185, cumulative reward pred abs error: 0.135
train_loss=3.578, state pred rel l2 error: 0.185, cumulative reward pred abs error: 0.135
train_loss=3.501, state pred rel l2 error: 0.187, cumulative reward pred abs error: 0.135
train_loss=3.498, state pred rel l2 error: 0.185, cumulative reward pred abs error: 0.135
train_loss=3.590, state pred rel l2 error: 0.184, cumulative reward pred abs error: 0.135
train_loss=3.347, state pred rel l2 error: 0.184, cumulative reward pred abs error: 0.135
train_loss=3.494, state pred rel l2 error: 0.187, cumulative reward pred abs error: 0.134
train_loss=3.255, state pred rel l2 error: 0.185, cumulative reward pred abs error: 0.134
train_loss=3.416, state pred rel l2 error: 0.186, cumulative reward pred abs error: 0.134
train_loss=3.533, state pred rel l2 error: 0.186, cumulative reward pred abs error: 0.133
train_loss=3.122, state pred rel l2 error: 0.186, cumulative reward pred abs error: 0.134
train_loss=3.723, state pred rel l2 error: 0.188, cumulative reward pred abs error: 0.134
train_loss=3.840, state pred rel l2 error: 0.184, cumulative reward pred abs error: 0.135
train_loss=3.310, state pred rel l2 error: 0.185, cumulative reward pred abs error: 0.136
train_loss=3.521, state pred rel l2 error: 0.184, cumulative reward pred abs error: 0.136
train_loss=4.097, state pred rel l2 error: 0.185, cumulative reward pred abs error: 0.135
train_loss=3.595, state pred rel l2 error: 0.186, cumulative reward pred abs error: 0.134
train_loss=3.444, state pred rel l2 error: 0.186, cumulative reward pred abs error: 0.134
train_loss=3.527, state pred rel l2 error: 0.186, cumulative reward pred abs error: 0.134
train_loss=3.463, state pred rel l2 error: 0.182, cumulative reward pred abs error: 0.133
train_loss=3.614, state pred rel l2 error: 0.186, cumulative reward pred abs error: 0.134
train_loss=3.179, state pred rel l2 error: 0.182, cumulative reward pred abs error: 0.134
train_loss=3.742, state pred rel l2 error: 0.182, cumulative reward pred abs error: 0.134
train_loss=3.306, state pred rel l2 error: 0.183, cumulative reward pred abs error: 0.134
train_loss=3.556, state pred rel l2 error: 0.185, cumulative reward pred abs error: 0.133
train_loss=3.761, state pred rel l2 error: 0.184, cumulative reward pred abs error: 0.134
train_loss=3.959, state pred rel l2 error: 0.183, cumulative reward pred abs error: 0.134
train_loss=3.512, state pred rel l2 error: 0.184, cumulative reward pred abs error: 0.135
train_loss=3.364, state pred rel l2 error: 0.183, cumulative reward pred abs error: 0.134
train_loss=3.361, state pred rel l2 error: 0.182, cumulative reward pred abs error: 0.133
train_loss=3.544, state pred rel l2 error: 0.184, cumulative reward pred abs error: 0.132
train_loss=3.549, state pred rel l2 error: 0.183, cumulative reward pred abs error: 0.133
train_loss=3.403, state pred rel l2 error: 0.182, cumulative reward pred abs error: 0.132
train_loss=3.783, state pred rel l2 error: 0.183, cumulative reward pred abs error: 0.132
train_loss=3.429, state pred rel l2 error: 0.182, cumulative reward pred abs error: 0.132
train_loss=3.767, state pred rel l2 error: 0.182, cumulative reward pred abs error: 0.132
train_loss=3.365, state pred rel l2 error: 0.183, cumulative reward pred abs error: 0.133
train_loss=3.666, state pred rel l2 error: 0.182, cumulative reward pred abs error: 0.133
train_loss=3.497, state pred rel l2 error: 0.180, cumulative reward pred abs error: 0.133
train_loss=2.988, state pred rel l2 error: 0.181, cumulative reward pred abs error: 0.133
train_loss=3.817, state pred rel l2 error: 0.180, cumulative reward pred abs error: 0.133
train_loss=3.562, state pred rel l2 error: 0.179, cumulative reward pred abs error: 0.133
train_loss=3.705, state pred rel l2 error: 0.182, cumulative reward pred abs error: 0.133
train_loss=3.283, state pred rel l2 error: 0.183, cumulative reward pred abs error: 0.133
train_loss=3.405, state pred rel l2 error: 0.181, cumulative reward pred abs error: 0.133
train_loss=3.140, state pred rel l2 error: 0.181, cumulative reward pred abs error: 0.133
train_loss=3.245, state pred rel l2 error: 0.180, cumulative reward pred abs error: 0.133
train_loss=3.282, state pred rel l2 error: 0.181, cumulative reward pred abs error: 0.132
train_loss=3.548, state pred rel l2 error: 0.180, cumulative reward pred abs error: 0.132
train_loss=3.223, state pred rel l2 error: 0.180, cumulative reward pred abs error: 0.132
train_loss=3.344, state pred rel l2 error: 0.181, cumulative reward pred abs error: 0.132
train_loss=3.676, state pred rel l2 error: 0.180, cumulative reward pred abs error: 0.132
train_loss=3.457, state pred rel l2 error: 0.180, cumulative reward pred abs error: 0.133
train_loss=3.277, state pred rel l2 error: 0.180, cumulative reward pred abs error: 0.132
train_loss=3.746, state pred rel l2 error: 0.179, cumulative reward pred abs error: 0.132
train_loss=3.472, state pred rel l2 error: 0.179, cumulative reward pred abs error: 0.132
train_loss=3.527, state pred rel l2 error: 0.180, cumulative reward pred abs error: 0.132
train_loss=3.555, state pred rel l2 error: 0.178, cumulative reward pred abs error: 0.132
train_loss=3.330, state pred rel l2 error: 0.180, cumulative reward pred abs error: 0.131
train_loss=3.597, state pred rel l2 error: 0.179, cumulative reward pred abs error: 0.132
train_loss=3.654, state pred rel l2 error: 0.180, cumulative reward pred abs error: 0.131
train_loss=3.840, state pred rel l2 error: 0.177, cumulative reward pred abs error: 0.132
train_loss=3.719, state pred rel l2 error: 0.180, cumulative reward pred abs error: 0.132
train_loss=3.800, state pred rel l2 error: 0.180, cumulative reward pred abs error: 0.131
train_loss=3.593, state pred rel l2 error: 0.179, cumulative reward pred abs error: 0.131
train_loss=3.395, state pred rel l2 error: 0.179, cumulative reward pred abs error: 0.131
train_loss=3.735, state pred rel l2 error: 0.178, cumulative reward pred abs error: 0.131
train_loss=3.271, state pred rel l2 error: 0.178, cumulative reward pred abs error: 0.131
train_loss=3.283, state pred rel l2 error: 0.177, cumulative reward pred abs error: 0.131
train_loss=3.413, state pred rel l2 error: 0.176, cumulative reward pred abs error: 0.131
train_loss=3.465, state pred rel l2 error: 0.177, cumulative reward pred abs error: 0.132
train_loss=3.345, state pred rel l2 error: 0.177, cumulative reward pred abs error: 0.132
train_loss=3.662, state pred rel l2 error: 0.179, cumulative reward pred abs error: 0.132
train_loss=3.702, state pred rel l2 error: 0.177, cumulative reward pred abs error: 0.131
train_loss=3.198, state pred rel l2 error: 0.179, cumulative reward pred abs error: 0.130
train_loss=3.527, state pred rel l2 error: 0.177, cumulative reward pred abs error: 0.131
train_loss=3.455, state pred rel l2 error: 0.176, cumulative reward pred abs error: 0.131
train_loss=3.674, state pred rel l2 error: 0.177, cumulative reward pred abs error: 0.131
train_loss=3.843, state pred rel l2 error: 0.177, cumulative reward pred abs error: 0.131
train_loss=3.390, state pred rel l2 error: 0.176, cumulative reward pred abs error: 0.131
train_loss=3.422, state pred rel l2 error: 0.176, cumulative reward pred abs error: 0.131
train_loss=3.605, state pred rel l2 error: 0.178, cumulative reward pred abs error: 0.131
train_loss=3.540, state pred rel l2 error: 0.176, cumulative reward pred abs error: 0.130
train_loss=3.428, state pred rel l2 error: 0.176, cumulative reward pred abs error: 0.130
train_loss=3.564, state pred rel l2 error: 0.176, cumulative reward pred abs error: 0.131
train_loss=3.452, state pred rel l2 error: 0.175, cumulative reward pred abs error: 0.131
train_loss=3.886, state pred rel l2 error: 0.177, cumulative reward pred abs error: 0.131
train_loss=3.617, state pred rel l2 error: 0.175, cumulative reward pred abs error: 0.131
train_loss=3.249, state pred rel l2 error: 0.176, cumulative reward pred abs error: 0.130
train_loss=3.532, state pred rel l2 error: 0.174, cumulative reward pred abs error: 0.130
train_loss=3.630, state pred rel l2 error: 0.176, cumulative reward pred abs error: 0.131
train_loss=3.449, state pred rel l2 error: 0.175, cumulative reward pred abs error: 0.131
train_loss=3.612, state pred rel l2 error: 0.175, cumulative reward pred abs error: 0.130
train_loss=3.598, state pred rel l2 error: 0.174, cumulative reward pred abs error: 0.130
train_loss=3.715, state pred rel l2 error: 0.174, cumulative reward pred abs error: 0.129
train_loss=3.370, state pred rel l2 error: 0.174, cumulative reward pred abs error: 0.130
train_loss=3.105, state pred rel l2 error: 0.174, cumulative reward pred abs error: 0.130
train_loss=4.105, state pred rel l2 error: 0.175, cumulative reward pred abs error: 0.131
train_loss=3.405, state pred rel l2 error: 0.175, cumulative reward pred abs error: 0.130
train_loss=3.787, state pred rel l2 error: 0.174, cumulative reward pred abs error: 0.129
train_loss=3.369, state pred rel l2 error: 0.176, cumulative reward pred abs error: 0.130
train_loss=3.513, state pred rel l2 error: 0.174, cumulative reward pred abs error: 0.130
train_loss=4.038, state pred rel l2 error: 0.173, cumulative reward pred abs error: 0.130
train_loss=3.639, state pred rel l2 error: 0.173, cumulative reward pred abs error: 0.130
train_loss=3.587, state pred rel l2 error: 0.175, cumulative reward pred abs error: 0.130
train_loss=3.385, state pred rel l2 error: 0.172, cumulative reward pred abs error: 0.130
train_loss=3.449, state pred rel l2 error: 0.172, cumulative reward pred abs error: 0.129
train_loss=4.037, state pred rel l2 error: 0.174, cumulative reward pred abs error: 0.132
train_loss=3.587, state pred rel l2 error: 0.173, cumulative reward pred abs error: 0.131
train_loss=3.813, state pred rel l2 error: 0.174, cumulative reward pred abs error: 0.130
train_loss=3.554, state pred rel l2 error: 0.172, cumulative reward pred abs error: 0.129
train_loss=3.312, state pred rel l2 error: 0.174, cumulative reward pred abs error: 0.129
train_loss=3.293, state pred rel l2 error: 0.173, cumulative reward pred abs error: 0.130
train_loss=3.457, state pred rel l2 error: 0.171, cumulative reward pred abs error: 0.129
train_loss=3.318, state pred rel l2 error: 0.171, cumulative reward pred abs error: 0.129
train_loss=3.448, state pred rel l2 error: 0.172, cumulative reward pred abs error: 0.130
train_loss=3.917, state pred rel l2 error: 0.172, cumulative reward pred abs error: 0.129
train_loss=3.677, state pred rel l2 error: 0.169, cumulative reward pred abs error: 0.128
train_loss=3.157, state pred rel l2 error: 0.172, cumulative reward pred abs error: 0.129
train_loss=4.105, state pred rel l2 error: 0.172, cumulative reward pred abs error: 0.129
train_loss=3.606, state pred rel l2 error: 0.171, cumulative reward pred abs error: 0.129
train_loss=3.584, state pred rel l2 error: 0.171, cumulative reward pred abs error: 0.128
train_loss=3.495, state pred rel l2 error: 0.172, cumulative reward pred abs error: 0.128
train_loss=3.561, state pred rel l2 error: 0.170, cumulative reward pred abs error: 0.129
train_loss=3.758, state pred rel l2 error: 0.171, cumulative reward pred abs error: 0.130
train_loss=3.405, state pred rel l2 error: 0.171, cumulative reward pred abs error: 0.129
train_loss=3.391, state pred rel l2 error: 0.170, cumulative reward pred abs error: 0.128
train_loss=3.513, state pred rel l2 error: 0.170, cumulative reward pred abs error: 0.129
train_loss=3.504, state pred rel l2 error: 0.169, cumulative reward pred abs error: 0.128
train_loss=3.172, state pred rel l2 error: 0.169, cumulative reward pred abs error: 0.128
train_loss=3.675, state pred rel l2 error: 0.168, cumulative reward pred abs error: 0.129
train_loss=3.154, state pred rel l2 error: 0.171, cumulative reward pred abs error: 0.129
train_loss=3.576, state pred rel l2 error: 0.171, cumulative reward pred abs error: 0.129
train_loss=3.355, state pred rel l2 error: 0.169, cumulative reward pred abs error: 0.128
train_loss=3.754, state pred rel l2 error: 0.170, cumulative reward pred abs error: 0.128
