(400, 13) (100, 13)
train_loss=-2.231, state pred rel l2 error: 1.319, cumulative reward pred abs error: 0.184
train_loss=-2.258, state pred rel l2 error: 1.634, cumulative reward pred abs error: 0.183
train_loss=-2.552, state pred rel l2 error: 0.677, cumulative reward pred abs error: 0.177
train_loss=-2.371, state pred rel l2 error: 0.623, cumulative reward pred abs error: 0.181
train_loss=-2.867, state pred rel l2 error: 1.477, cumulative reward pred abs error: 0.179
train_loss=-1.743, state pred rel l2 error: 0.646, cumulative reward pred abs error: 0.174
train_loss=-3.250, state pred rel l2 error: 1.112, cumulative reward pred abs error: 0.183
train_loss=-2.470, state pred rel l2 error: 1.901, cumulative reward pred abs error: 0.173
train_loss=-1.578, state pred rel l2 error: 1.651, cumulative reward pred abs error: 0.179
train_loss=-3.203, state pred rel l2 error: 0.448, cumulative reward pred abs error: 0.169
train_loss=-2.863, state pred rel l2 error: 0.506, cumulative reward pred abs error: 0.167
train_loss=-0.438, state pred rel l2 error: 2.739, cumulative reward pred abs error: 0.166
train_loss=-0.870, state pred rel l2 error: 1.778, cumulative reward pred abs error: 0.176
train_loss=-1.047, state pred rel l2 error: 3.375, cumulative reward pred abs error: 0.179
train_loss=-2.425, state pred rel l2 error: 2.323, cumulative reward pred abs error: 0.179
train_loss=-2.335, state pred rel l2 error: 1.530, cumulative reward pred abs error: 0.173
train_loss=-2.714, state pred rel l2 error: 0.469, cumulative reward pred abs error: 0.171
train_loss=-2.288, state pred rel l2 error: 0.456, cumulative reward pred abs error: 0.172
train_loss=3.488, state pred rel l2 error: 1.145, cumulative reward pred abs error: 0.180
train_loss=-2.106, state pred rel l2 error: 1.256, cumulative reward pred abs error: 0.176
train_loss=-1.888, state pred rel l2 error: 1.113, cumulative reward pred abs error: 0.174
train_loss=-3.042, state pred rel l2 error: 1.791, cumulative reward pred abs error: 0.176
train_loss=-3.285, state pred rel l2 error: 1.225, cumulative reward pred abs error: 0.172
train_loss=-2.766, state pred rel l2 error: 0.496, cumulative reward pred abs error: 0.166
train_loss=-2.307, state pred rel l2 error: 1.008, cumulative reward pred abs error: 0.164
train_loss=-3.017, state pred rel l2 error: 1.064, cumulative reward pred abs error: 0.163
train_loss=-2.342, state pred rel l2 error: 1.482, cumulative reward pred abs error: 0.158
train_loss=-0.586, state pred rel l2 error: 2.243, cumulative reward pred abs error: 0.170
train_loss=-3.173, state pred rel l2 error: 2.507, cumulative reward pred abs error: 0.161
train_loss=-1.951, state pred rel l2 error: 2.510, cumulative reward pred abs error: 0.172
train_loss=-2.371, state pred rel l2 error: 1.084, cumulative reward pred abs error: 0.160
train_loss=0.215, state pred rel l2 error: 1.775, cumulative reward pred abs error: 0.155
train_loss=-2.611, state pred rel l2 error: 2.191, cumulative reward pred abs error: 0.167
train_loss=-3.157, state pred rel l2 error: 1.583, cumulative reward pred abs error: 0.156
train_loss=-3.023, state pred rel l2 error: 0.830, cumulative reward pred abs error: 0.156
train_loss=-1.948, state pred rel l2 error: 0.994, cumulative reward pred abs error: 0.158
train_loss=0.732, state pred rel l2 error: 2.884, cumulative reward pred abs error: 0.157
train_loss=-1.446, state pred rel l2 error: 1.813, cumulative reward pred abs error: 0.163
train_loss=-1.836, state pred rel l2 error: 1.169, cumulative reward pred abs error: 0.161
train_loss=0.019, state pred rel l2 error: 1.369, cumulative reward pred abs error: 0.160
train_loss=-1.464, state pred rel l2 error: 1.544, cumulative reward pred abs error: 0.155
train_loss=-0.894, state pred rel l2 error: 1.256, cumulative reward pred abs error: 0.158
train_loss=-1.697, state pred rel l2 error: 1.056, cumulative reward pred abs error: 0.154
train_loss=-2.147, state pred rel l2 error: 1.131, cumulative reward pred abs error: 0.157
train_loss=-1.353, state pred rel l2 error: 2.279, cumulative reward pred abs error: 0.163
train_loss=-1.115, state pred rel l2 error: 1.317, cumulative reward pred abs error: 0.158
train_loss=-0.918, state pred rel l2 error: 1.074, cumulative reward pred abs error: 0.151
train_loss=-2.283, state pred rel l2 error: 0.852, cumulative reward pred abs error: 0.157
train_loss=-0.933, state pred rel l2 error: 1.036, cumulative reward pred abs error: 0.155
train_loss=1.340, state pred rel l2 error: 1.600, cumulative reward pred abs error: 0.155
train_loss=-0.379, state pred rel l2 error: 1.105, cumulative reward pred abs error: 0.158
train_loss=-1.379, state pred rel l2 error: 1.004, cumulative reward pred abs error: 0.152
train_loss=-1.536, state pred rel l2 error: 1.819, cumulative reward pred abs error: 0.147
train_loss=-1.177, state pred rel l2 error: 1.991, cumulative reward pred abs error: 0.150
train_loss=-1.087, state pred rel l2 error: 2.441, cumulative reward pred abs error: 0.157
train_loss=-0.161, state pred rel l2 error: 0.950, cumulative reward pred abs error: 0.154
train_loss=-2.105, state pred rel l2 error: 1.807, cumulative reward pred abs error: 0.156
train_loss=-1.086, state pred rel l2 error: 1.062, cumulative reward pred abs error: 0.147
train_loss=-1.097, state pred rel l2 error: 1.157, cumulative reward pred abs error: 0.157
train_loss=-1.865, state pred rel l2 error: 0.942, cumulative reward pred abs error: 0.152
train_loss=-1.514, state pred rel l2 error: 1.559, cumulative reward pred abs error: 0.152
train_loss=-1.861, state pred rel l2 error: 1.626, cumulative reward pred abs error: 0.148
train_loss=-0.770, state pred rel l2 error: 1.590, cumulative reward pred abs error: 0.151
train_loss=-0.819, state pred rel l2 error: 0.935, cumulative reward pred abs error: 0.148
train_loss=-0.382, state pred rel l2 error: 2.835, cumulative reward pred abs error: 0.150
train_loss=3.033, state pred rel l2 error: 1.025, cumulative reward pred abs error: 0.149
train_loss=0.499, state pred rel l2 error: 1.547, cumulative reward pred abs error: 0.149
train_loss=0.486, state pred rel l2 error: 1.625, cumulative reward pred abs error: 0.143
train_loss=1.076, state pred rel l2 error: 2.865, cumulative reward pred abs error: 0.146
train_loss=-0.271, state pred rel l2 error: 2.097, cumulative reward pred abs error: 0.159
train_loss=-0.346, state pred rel l2 error: 1.314, cumulative reward pred abs error: 0.145
train_loss=-0.710, state pred rel l2 error: 1.488, cumulative reward pred abs error: 0.156
train_loss=1.314, state pred rel l2 error: 2.215, cumulative reward pred abs error: 0.154
train_loss=4.210, state pred rel l2 error: 0.969, cumulative reward pred abs error: 0.149
train_loss=-0.028, state pred rel l2 error: 2.902, cumulative reward pred abs error: 0.147
train_loss=-0.261, state pred rel l2 error: 3.449, cumulative reward pred abs error: 0.144
train_loss=-0.103, state pred rel l2 error: 1.955, cumulative reward pred abs error: 0.145
train_loss=5.243, state pred rel l2 error: 1.942, cumulative reward pred abs error: 0.141
train_loss=-0.487, state pred rel l2 error: 2.925, cumulative reward pred abs error: 0.144
train_loss=-0.087, state pred rel l2 error: 1.038, cumulative reward pred abs error: 0.141
train_loss=0.782, state pred rel l2 error: 0.822, cumulative reward pred abs error: 0.141
train_loss=3.577, state pred rel l2 error: 2.735, cumulative reward pred abs error: 0.150
train_loss=2.027, state pred rel l2 error: 1.793, cumulative reward pred abs error: 0.145
train_loss=0.290, state pred rel l2 error: 1.026, cumulative reward pred abs error: 0.145
train_loss=3.777, state pred rel l2 error: 2.307, cumulative reward pred abs error: 0.148
train_loss=0.690, state pred rel l2 error: 2.258, cumulative reward pred abs error: 0.146
train_loss=0.588, state pred rel l2 error: 1.270, cumulative reward pred abs error: 0.141
train_loss=-0.371, state pred rel l2 error: 2.483, cumulative reward pred abs error: 0.141
train_loss=1.639, state pred rel l2 error: 3.577, cumulative reward pred abs error: 0.152
train_loss=3.091, state pred rel l2 error: 3.828, cumulative reward pred abs error: 0.143
train_loss=6.256, state pred rel l2 error: 1.976, cumulative reward pred abs error: 0.140
train_loss=1.192, state pred rel l2 error: 1.772, cumulative reward pred abs error: 0.147
train_loss=-0.809, state pred rel l2 error: 1.950, cumulative reward pred abs error: 0.143
train_loss=0.288, state pred rel l2 error: 2.060, cumulative reward pred abs error: 0.144
train_loss=1.989, state pred rel l2 error: 3.837, cumulative reward pred abs error: 0.167
train_loss=-0.094, state pred rel l2 error: 1.571, cumulative reward pred abs error: 0.145
train_loss=0.763, state pred rel l2 error: 1.284, cumulative reward pred abs error: 0.139
train_loss=-0.496, state pred rel l2 error: 1.081, cumulative reward pred abs error: 0.140
train_loss=1.395, state pred rel l2 error: 1.403, cumulative reward pred abs error: 0.146
train_loss=0.270, state pred rel l2 error: 1.988, cumulative reward pred abs error: 0.143
train_loss=0.212, state pred rel l2 error: 2.167, cumulative reward pred abs error: 0.145
train_loss=0.233, state pred rel l2 error: 1.501, cumulative reward pred abs error: 0.148
train_loss=-0.243, state pred rel l2 error: 2.316, cumulative reward pred abs error: 0.146
train_loss=0.001, state pred rel l2 error: 0.813, cumulative reward pred abs error: 0.141
train_loss=4.090, state pred rel l2 error: 2.058, cumulative reward pred abs error: 0.145
train_loss=1.965, state pred rel l2 error: 1.603, cumulative reward pred abs error: 0.142
train_loss=1.063, state pred rel l2 error: 2.054, cumulative reward pred abs error: 0.140
train_loss=0.767, state pred rel l2 error: 1.326, cumulative reward pred abs error: 0.142
train_loss=1.419, state pred rel l2 error: 1.103, cumulative reward pred abs error: 0.141
train_loss=7.074, state pred rel l2 error: 1.418, cumulative reward pred abs error: 0.143
train_loss=1.027, state pred rel l2 error: 1.664, cumulative reward pred abs error: 0.151
train_loss=-0.151, state pred rel l2 error: 2.047, cumulative reward pred abs error: 0.150
train_loss=2.074, state pred rel l2 error: 2.555, cumulative reward pred abs error: 0.161
train_loss=2.329, state pred rel l2 error: 0.897, cumulative reward pred abs error: 0.146
train_loss=0.556, state pred rel l2 error: 2.786, cumulative reward pred abs error: 0.156
train_loss=0.637, state pred rel l2 error: 3.098, cumulative reward pred abs error: 0.157
train_loss=-0.161, state pred rel l2 error: 2.095, cumulative reward pred abs error: 0.145
train_loss=1.608, state pred rel l2 error: 1.837, cumulative reward pred abs error: 0.147
train_loss=-0.176, state pred rel l2 error: 1.450, cumulative reward pred abs error: 0.150
train_loss=-0.340, state pred rel l2 error: 3.021, cumulative reward pred abs error: 0.146
train_loss=0.885, state pred rel l2 error: 1.256, cumulative reward pred abs error: 0.146
train_loss=-0.171, state pred rel l2 error: 1.636, cumulative reward pred abs error: 0.157
train_loss=2.654, state pred rel l2 error: 3.721, cumulative reward pred abs error: 0.169
train_loss=0.213, state pred rel l2 error: 1.572, cumulative reward pred abs error: 0.164
train_loss=-0.550, state pred rel l2 error: 1.767, cumulative reward pred abs error: 0.153
train_loss=1.266, state pred rel l2 error: 1.172, cumulative reward pred abs error: 0.148
train_loss=-0.335, state pred rel l2 error: 2.510, cumulative reward pred abs error: 0.151
train_loss=0.863, state pred rel l2 error: 0.967, cumulative reward pred abs error: 0.144
train_loss=1.414, state pred rel l2 error: 0.988, cumulative reward pred abs error: 0.144
train_loss=0.008, state pred rel l2 error: 1.140, cumulative reward pred abs error: 0.149
train_loss=0.477, state pred rel l2 error: 2.051, cumulative reward pred abs error: 0.153
train_loss=0.803, state pred rel l2 error: 2.996, cumulative reward pred abs error: 0.169
train_loss=0.880, state pred rel l2 error: 1.379, cumulative reward pred abs error: 0.147
train_loss=1.169, state pred rel l2 error: 1.989, cumulative reward pred abs error: 0.146
train_loss=-0.492, state pred rel l2 error: 1.801, cumulative reward pred abs error: 0.146
train_loss=0.232, state pred rel l2 error: 3.038, cumulative reward pred abs error: 0.152
train_loss=2.301, state pred rel l2 error: 1.129, cumulative reward pred abs error: 0.149
train_loss=0.239, state pred rel l2 error: 2.668, cumulative reward pred abs error: 0.147
train_loss=0.293, state pred rel l2 error: 1.457, cumulative reward pred abs error: 0.148
train_loss=1.676, state pred rel l2 error: 1.414, cumulative reward pred abs error: 0.145
train_loss=1.128, state pred rel l2 error: 2.934, cumulative reward pred abs error: 0.143
train_loss=1.509, state pred rel l2 error: 2.690, cumulative reward pred abs error: 0.141
train_loss=0.233, state pred rel l2 error: 3.100, cumulative reward pred abs error: 0.143
train_loss=0.342, state pred rel l2 error: 0.635, cumulative reward pred abs error: 0.150
train_loss=1.522, state pred rel l2 error: 1.346, cumulative reward pred abs error: 0.156
train_loss=0.590, state pred rel l2 error: 2.883, cumulative reward pred abs error: 0.160
train_loss=0.936, state pred rel l2 error: 2.154, cumulative reward pred abs error: 0.146
train_loss=2.416, state pred rel l2 error: 1.075, cumulative reward pred abs error: 0.152
train_loss=-0.477, state pred rel l2 error: 3.218, cumulative reward pred abs error: 0.148
train_loss=0.637, state pred rel l2 error: 1.038, cumulative reward pred abs error: 0.150
train_loss=1.334, state pred rel l2 error: 1.519, cumulative reward pred abs error: 0.142
train_loss=1.137, state pred rel l2 error: 1.750, cumulative reward pred abs error: 0.150
train_loss=0.633, state pred rel l2 error: 2.603, cumulative reward pred abs error: 0.142
train_loss=1.132, state pred rel l2 error: 2.589, cumulative reward pred abs error: 0.141
train_loss=1.304, state pred rel l2 error: 1.546, cumulative reward pred abs error: 0.140
train_loss=1.623, state pred rel l2 error: 2.792, cumulative reward pred abs error: 0.149
train_loss=0.257, state pred rel l2 error: 2.533, cumulative reward pred abs error: 0.155
train_loss=-0.678, state pred rel l2 error: 2.648, cumulative reward pred abs error: 0.142
train_loss=0.043, state pred rel l2 error: 1.353, cumulative reward pred abs error: 0.148
train_loss=0.073, state pred rel l2 error: 1.833, cumulative reward pred abs error: 0.146
train_loss=-0.052, state pred rel l2 error: 1.968, cumulative reward pred abs error: 0.159
